Serial,QDATE,QMONTH,QYEAR,METHOD,WAVE,QST_1,QST_2,QET_1,QET_2,DURA,ID_INTV,Q1A,Q1B,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5A,Q5B_1,Q5B_2,Q5B_3,Q5B_4,Q5B_5,Q5B_6,Q5B_7,Q6,Q7A_1,Q7B_1,Q7C_1,Q7A_2,Q7B_2,Q7C_2,Q7A_3,Q7B_3,Q7C_3,Q7A_4,Q7B_4,Q7C_4,Q7A_5,Q7B_5,Q7C_5,Q7A_6,Q7B_6,Q7C_6,Q7A_7,Q7B_7,Q7C_7,Q7A_8,Q7B_8,Q7C_8,Q7A_9,Q7B_9,Q7C_9,Q7A_10,Q7B_10,Q7C_10,Q8,Q9,Q10,Q11,Q12A_1,Q12A_2,Q12A_3,Q13A_1,Q13A_2,Q14,Q15A,Q15B,Q15C,Q57A,Q57B,Q57C,Q16A,Q16B,Q16C,Q17A_1,Q17A_2,Q17A_3,Q17A_4,Q18A_1,Q18A_2,Q18A_3,Q19A_1,Q19A_2,Q19A_3,Q20,Q21A,Q21B_1,Q21B_2,Q21B_3,Q21B_4,Q21C,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30A,Q30B,Q31_1,Q31_2,Q31_3,Q31_4,Q32A_1,Q32A_2,Q32A_3,Q32A_4,Q32A_5,Q32A_6,Q32B_1_1,Q32B_1_2,Q32B_1_3,Q32B_2_1,Q32B_2_2,Q32B_2_3,Q32B_2_4,Q32B_3_1,Q32B_3_2,Q32B_3_3,Q32B_4_1,Q32B_4_2,Q32B_4_3,Q32B_5_1,Q32B_5_2,Q32B_6,Q32B_7_1,Q32B_7_2,Q32B_8_1,Q32B_8_2,Q33A_1,Q33A_2,Q33A_3,Q33A_4,Q33B_1,Q33B_2,Q33B_3,Q33B_4,Q34A_1,Q34A_2,Q34B_1,Q34B_2,Q35,Q36,Q37A_1,Q37A_2,Q37A_3,Q58,Q38A_1,Q38A_2,Q38B_1,Q38B_2,Q39,Q40A,Q40B,Q41,Q42,Q43,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q44_10,Q44_11,Q44_12,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56
1531,31,7,16,2,6,14,14,14,28,14,231406,12,1,1,2,4,,94,2,1,0,1,1,1,1,0,0,3,40,1,1,16,1,1,14,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,8,U,7,12,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,1,1,3,3,1,1,,,,0,1,0,8,5,2,0,1,2,1,1,2,4,,,4,,,,,,0,,,0,,,,0,,,2,4,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,1,1,2,8,4,3000,U,U,3,U,U,U,U,2,36,4,5,1,4,1,2,3,4,8,9,10,12,,,,,6,1,3,3,0,3,ANNABA,2,698084155,2,1,3
1532,31,7,16,2,6,14,30,14,48,18,231406,12,1,1,2,4,,94,2,1,0,1,1,1,1,0,0,5,60,1,1,45,2,1,28,1,1,15,2,2,13,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,6,U,4,4,0,0,1,0,0,8,0,0,2,2,2,2,3,3,2,1,1,3,3,2,0,,,,0,3,2,7,4,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,5,1500,U,U,4,U,U,U,U,2,26,3,5,7,6,95,,,,,,,,,,,,97,1,1,1,0,5,ANNABA,2,796675043,2,1,3
1533,31,7,16,2,6,14,48,15,2,14,231406,12,1,1,2,3,4,94,2,1,0,1,0,1,1,0,0,2,63,1,1,55,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,6,4,0,0,1,0,0,8,0,0,4,5,4,4,4,4,3,1,1,3,2,1,4,,,,0,2,0,7,4,1,2,2,1,1,1,1,2,3,4,2,,,,,,0,,,1,2,3,4,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,1,1,1,12,5,3000,U,U,3,U,U,U,U,2,27,3,5,7,1,1,2,3,4,5,7,8,9,11,12,,,7,1,3,1,0,3,ANNABA,2,782644405,2,1,3
1534,20,7,16,2,6,12,46,13,29,43,101483,6,1,1,,,,94,2,1,0,1,1,0,1,0,0,5,59,2,1,55,2,1,32,1,1,24,2,1,18,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,8,U,6,12,0,0,1,0,0,8,0,0,4,4,4,4,97,97,4,97,97,3,3,1,1,,,,0,3,97,7,6,2,0,1,1,1,1,3,4,,,2,7,,,,,0,,,3,4,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,3,0,1,2,1,0,7,1,1000,U,U,3,U,U,500,U,2,19,1,4,7,4,1,2,3,8,12,,,,,,,,3,1,3,3,0,4,BOUIRA,1,665953986,1,1,3
1535,24,7,16,2,6,18,9,18,20,11,101483,22,2,1,3,,,94,2,1,0,1,1,0,1,0,0,3,58,1,1,54,2,1,26,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,6,U,8,12,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,97,97,3,3,1,2,,,,0,1,0,7,6,2,0,1,1,1,1,2,4,,,2,7,,,,,0,,,2,4,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,3,0,1,2,1,0,7,5,600,U,U,3,U,U,100,U,2,35,4,5,2,3,1,2,3,4,6,7,8,10,12,,,,5,1,3,3,0,3,KHEMIS EL KHECHNA,1,666719581,1,1,3
1536,25,7,16,2,6,19,3,19,11,8,101483,6,2,1,,,,94,2,1,0,1,0,0,0,0,0,3,40,2,1,28,1,1,21,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,7,U,8,1,0,0,1,0,0,97,0,0,4,4,4,4,4,4,4,97,3,97,97,1,1,,,,0,3,97,7,7,2,0,1,1,1,1,2,,,,2,,,,,,0,,,2,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,14,7,1500,U,U,3,U,U,U,U,1,45,5,3,2,3,1,2,3,4,5,6,7,8,9,10,12,,5,1,3,2,0,3,KADIRIA,1,555927554,1,1,3
1537,25,7,16,2,6,19,13,19,25,12,101483,6,2,1,,,,94,2,5,1,0,1,0,0,0,0,5,50,2,1,31,1,1,29,1,1,24,2,1,20,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,2,1,0,8,8,8,19,4,0,2,1,0,8,8,0,4,4,4,4,4,4,97,3,3,97,97,2,0,,,,0,3,97,8,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,6,500,200,U,4,U,U,U,U,1,55,6,1,6,4,1,2,12,,,,,,,,,,3,2,1,2,1,5,KADIRIA,1,549728023,1,1,3
1539,31,7,16,2,6,17,34,17,40,6,101483,6,2,1,2,3,,94,2,1,0,1,1,0,1,0,0,7,86,2,1,59,1,1,48,2,2,46,2,1,22,1,1,21,1,1,20,2,1,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,8,4,0,0,1,0,0,8,0,0,4,4,4,4,3,97,97,2,2,2,97,2,0,,,,0,3,97,7,6,2,0,3,0,1,1,2,4,,,3,,,,,,0,,,0,,,,2,4,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,5,0,7,5,300,U,U,4,U,U,U,U,2,30,3,5,94,3,1,2,3,4,13,,,,,,,,5,1,1,1,0,4,BOUIRA,1,793440879,1,2,3
1540,31,7,16,2,6,23,5,23,14,9,101483,6,1,1,2,3,,94,2,1,0,0,1,0,1,0,0,2,73,1,1,72,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,3,3,0,10,10,8,29,12,0,2,1,0,97,8,0,4,4,4,4,97,97,4,97,97,3,3,2,0,,,,0,3,97,1,2,1,3,1,1,1,1,2,4,,,2,7,,,,,0,,,2,4,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,3,0,1,2,1,0,14,7,1400,1300,U,1,U,U,500,U,1,33,3,4,1,4,1,2,3,4,6,7,8,9,10,13,,,5,2,1,3,3,3,BOUIRA,1,670365412,1,1,3
1541,31,7,16,2,6,23,14,23,23,9,101483,6,1,1,2,3,,94,2,1,0,1,1,0,0,0,0,4,57,2,1,29,2,1,27,2,1,24,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,8,4,0,0,1,0,0,8,0,0,4,4,4,4,4,97,97,2,97,97,97,2,0,,,,0,1,0,8,7,2,0,1,1,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,500,U,U,4,U,U,U,U,1,58,6,3,2,3,1,2,3,4,7,8,9,10,13,,,,4,1,1,1,0,3,BOUIRA,1,774405832,1,2,3
1542,31,7,16,2,6,23,27,23,33,6,101483,6,1,1,2,3,,94,2,1,0,0,1,0,1,0,0,4,58,1,1,57,2,1,29,2,1,27,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,3,1,1,2,10,10,8,35,4,2,1,1,1,8,8,8,4,4,4,4,4,4,4,3,3,3,1,2,0,,,,0,1,0,3,6,2,0,1,1,1,1,4,,,,2,7,,,,,0,,,4,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,1,0,1,2,1,0,15,8,1300,300,200,1,U,U,500,U,1,24,2,2,4,3,1,2,3,4,7,8,13,,,,,,5,1,1,1,1,3,BOUIRA,1,780950452,1,2,3
1543,31,7,16,2,6,20,15,20,23,8,100970,22,1,1,,,,94,2,1,0,1,1,0,0,0,0,6,68,1,1,36,2,1,31,2,1,28,1,1,24,2,1,6,2,2,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,6,U,6,7,0,0,1,0,0,8,0,0,4,5,5,3,5,97,97,2,97,97,97,2,0,,,,0,1,0,8,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,6,200,U,U,4,U,U,U,U,2,62,6,1,9,5,1,2,3,4,6,7,8,9,12,,,,5,1,1,1,0,3,KHEMIS EL KHECHNA,1,792395722,1,2,3
1544,31,7,16,2,6,20,23,20,29,6,100970,22,1,1,3,,,94,2,2,1,0,1,0,0,0,0,4,56,1,1,24,2,1,20,1,1,14,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,6,3,0,0,1,0,0,8,0,0,4,5,5,3,97,4,97,97,2,97,97,2,0,,,,0,1,0,9,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,500,U,U,4,U,U,U,U,2,48,5,4,9,3,1,2,3,4,6,7,8,12,,,,,5,1,1,2,0,3,KHEMIS EL KHECHNA,1,554408963,1,2,3
1545,31,7,16,2,6,20,29,20,37,8,100970,22,1,1,3,,,94,2,1,0,1,1,0,0,0,0,4,74,1,1,63,2,1,42,1,1,34,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,9,U,7,1,0,0,1,0,0,8,0,0,4,5,4,4,5,4,3,2,3,4,97,1,1,,,,0,1,0,9,7,2,0,1,1,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1000,U,U,4,U,U,U,U,2,36,4,4,94,3,1,2,3,8,9,12,,,,,,,5,1,3,2,0,4,KHEMIS EL KHECHNA,1,557403214,1,2,3
1546,31,7,16,2,6,20,37,20,47,10,100970,22,1,1,,,,94,2,1,0,1,1,0,0,0,0,4,43,1,1,12,2,2,10,2,2,4,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,9,U,5,3,0,0,1,0,0,8,0,0,4,5,5,4,4,5,3,2,4,3,97,2,0,,,,0,1,0,8,6,2,0,1,2,1,1,2,4,,,3,,,,,,0,,,0,,,,2,4,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,7,4,1000,U,U,4,U,U,U,U,2,37,4,4,9,5,1,2,3,6,7,8,9,,,,,,5,1,1,2,0,3,KHEMIS EL KHECHNA,1,557423698,1,2,3
1547,31,7,16,2,6,20,47,20,58,11,100970,22,1,1,,,,94,2,5,1,0,1,0,0,0,0,4,70,1,1,62,2,1,38,1,1,2,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,6,3,0,0,1,0,0,8,0,0,4,5,5,4,4,3,4,5,4,3,1,1,1,2,,,2,1,0,7,5,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1000,U,U,4,U,U,U,U,2,26,3,5,3,3,1,2,3,4,7,8,9,10,,,,,5,1,4,2,0,3,KHEMIS EL KHECHNA,1,554413280,1,2,3
1548,31,7,16,2,6,20,58,21,6,8,100970,22,1,1,,,,94,2,3,1,1,0,0,0,0,0,4,54,1,1,46,2,1,18,1,1,10,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,2,0,8,6,4,10,1,0,1,1,0,8,8,0,4,5,5,4,5,4,3,4,2,3,2,2,0,,,,0,1,0,6,5,2,0,3,0,1,2,4,,,,7,8,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,4,,0,0,1,1,0,0,1,2,1,1,2,4,7,4,1000,500,U,4,U,U,600,200,2,22,2,5,7,3,1,2,3,4,6,7,8,9,12,,,,6,1,1,1,2,3,KHEMIS EL KHECHNA,1,795428073,1,2,3
1549,31,7,16,2,6,21,6,21,18,12,100970,22,1,1,2,,,94,2,5,1,0,1,0,0,0,0,4,53,1,1,48,2,1,24,1,1,19,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,7,U,2,98,0,0,1,0,0,8,0,0,4,4,4,5,4,3,2,3,4,5,2,1,3,,,,0,1,0,7,5,2,0,3,0,1,1,4,,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,2,0,1,2,1,0,14,8,1000,U,U,4,U,U,0,U,1,16,1,4,7,3,1,2,3,4,8,9,12,,,,,,6,97,3,2,0,3,KHEMIS EL KHECHNA,1,558443621,1,2,3
1550,31,7,16,2,6,21,19,21,39,20,100970,22,2,1,,,,94,2,1,0,1,1,0,0,0,0,4,48,1,1,40,2,1,21,2,1,14,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,2,0,9,8,8,7,3,0,1,1,0,8,8,0,4,5,4,3,4,5,3,3,4,3,97,2,0,,,,0,1,0,7,5,2,0,3,0,1,2,2,4,,,4,8,,,,,0,,,0,,,,0,,,2,4,,0,,0,0,,4,,0,0,0,1,0,0,0,1,1,1,2,3,7,4,1000,1000,U,4,U,U,U,500,2,27,3,4,3,3,1,2,3,4,8,9,12,,,,,,6,1,1,1,2,3,OULED MOUSSA,1,778453211,2,2,3
1551,31,7,16,2,6,21,39,21,45,6,100970,22,2,1,,,,94,2,1,0,1,1,0,0,0,0,7,75,1,1,41,1,1,37,2,1,33,2,1,31,1,1,26,2,1,21,2,1,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,5,10,0,0,1,0,0,8,0,0,4,5,5,4,5,97,97,3,97,97,97,2,0,,,,0,1,0,9,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,400,U,U,4,U,U,U,U,2,63,6,2,9,4,1,2,3,4,8,9,12,,,,,,7,1,1,1,0,4,OULED MOUSSA,1,793463210,1,2,3
1552,31,7,16,2,6,21,45,21,53,8,100970,22,1,1,,,,94,2,2,1,0,1,0,0,0,0,5,58,1,1,24,2,1,20,2,1,18,1,1,13,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,6,1,0,0,1,0,0,8,0,0,4,5,5,4,4,5,3,2,3,97,97,2,0,,,,0,1,0,8,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,6,600,U,U,4,U,U,U,U,2,49,5,2,9,3,1,2,3,4,7,8,9,12,,,,,7,1,1,2,0,3,OULED MOUSSA,1,554443607,1,2,3
1553,31,7,16,2,6,21,54,22,4,10,100970,22,2,1,,,,94,2,5,1,0,1,0,0,0,0,4,52,1,1,46,2,1,18,2,1,10,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,1,0,8,7,3,39,7,0,1,1,0,8,8,0,4,5,5,4,5,3,3,4,3,3,1,1,1,2,3,,2,1,0,8,5,2,0,3,0,1,1,4,,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,1,0,1,2,1,0,14,8,1000,200,U,3,U,U,0,U,2,18,1,4,7,5,1,2,3,4,6,7,8,9,,,,,7,1,2,1,1,3,OULED MOUSSA,1,778463210,1,2,3
1554,31,7,16,2,6,22,4,22,19,15,100970,22,2,1,,,,94,2,1,0,1,1,0,0,0,0,4,40,2,1,20,2,1,18,1,1,13,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,8,7,0,0,1,0,0,8,0,0,4,5,5,4,5,4,3,4,3,5,3,1,3,,,,0,1,0,8,5,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1000,U,U,4,U,U,U,U,1,51,5,3,4,5,1,2,3,7,8,,,,,,,,5,1,3,1,0,4,OULED MOUSSA,1,778002133,1,2,3
1555,31,7,16,2,6,22,53,23,16,23,100970,6,1,1,,,,94,2,1,0,1,1,0,0,0,0,4,47,1,1,6,2,2,3,1,2,1,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,7,3,0,0,1,0,0,8,0,0,4,5,5,4,5,4,3,5,4,3,97,1,1,2,,,1,1,0,9,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,800,U,U,4,U,U,U,U,2,26,3,5,3,3,1,2,3,4,6,9,12,,,,,,6,1,4,2,0,3,BOUIRA,1,551470896,1,2,3
1556,31,7,16,2,6,23,17,23,26,9,100970,6,1,1,,,,94,2,1,0,1,1,0,0,0,0,4,54,1,1,15,1,1,12,2,2,7,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,7,3,0,0,1,0,0,8,0,0,4,5,4,3,4,5,3,2,4,3,97,1,1,2,,,1,1,0,7,6,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1000,U,U,4,U,U,U,U,2,46,5,3,9,4,1,2,3,4,7,8,9,12,,,,,6,1,4,2,0,3,BOUIRA,1,552472314,1,2,3
1557,31,7,16,2,6,23,27,23,39,12,100970,6,1,1,,,,94,2,2,1,0,1,0,0,0,0,2,50,1,1,18,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,3,0,8,6,7,7,12,0,1,1,0,8,7,0,4,5,5,4,5,4,2,2,3,5,97,2,0,,,,0,1,0,8,7,2,0,1,1,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1000,400,U,4,U,U,U,U,2,48,5,4,9,5,1,2,3,4,6,7,8,9,,,,,5,1,1,1,3,3,BOUIRA,1,792473210,1,2,3
1558,31,7,16,2,6,23,39,23,49,10,100970,6,1,1,3,,,94,2,1,0,1,1,0,0,0,0,4,40,2,1,18,1,1,12,2,2,4,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,2,1,0,9,7,8,3,7,0,1,1,0,8,8,0,4,5,5,4,5,4,3,4,3,2,97,2,0,,,,0,1,0,8,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1000,500,U,3,U,U,U,U,1,46,5,4,1,3,1,2,3,4,6,7,8,12,,,,,7,1,1,2,1,3,BOUIRA,1,554062170,1,2,3
1559,30,7,16,2,6,12,17,13,28,71,100970,22,1,1,,,,94,2,3,1,1,0,0,0,0,0,4,62,1,1,54,2,1,31,1,1,24,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,9,U,8,3,0,0,1,0,0,8,0,0,5,4,5,4,5,4,3,2,4,5,2,1,1,2,3,,1,1,0,5,6,1,2,3,0,1,2,1,4,,,1,4,,,,,1,,,0,,,,0,,,1,4,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,9,5,1000,U,U,4,U,U,U,U,1,27,3,4,4,3,1,2,3,4,8,9,10,11,12,,,,6,1,4,2,0,3,BOUDOUAOU,1,556006807,1,2,3
1560,31,7,16,2,6,17,29,18,44,75,100970,6,2,1,,,,94,2,2,1,0,1,0,0,0,0,4,25,2,1,4,2,2,2,1,2,1,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,7,6,0,0,1,0,0,8,0,0,4,5,5,3,5,4,2,2,2,3,97,1,1,2,,,2,1,0,6,5,2,0,3,0,1,1,1,2,4,,1,3,4,6,,,1,,,0,,,,2,4,,2,,,0,,4,0,,0,,0,1,0,0,0,3,0,0,1,1,1,3,7,4,1000,U,U,4,U,1000,U,U,1,34,3,5,1,3,1,2,3,6,7,8,9,10,12,,,,6,1,4,1,0,3,KADIRIA,1,773452890,1,2,3
1561,31,7,16,2,6,9,32,9,55,23,100970,6,2,1,,,,94,2,94,0,0,0,0,0,0,0,2,32,2,1,5,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,8,7,0,0,1,0,0,8,0,0,4,5,5,3,5,4,3,2,1,3,1,1,1,,,,0,1,0,4,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2500,U,U,4,U,U,U,U,1,37,4,4,1,3,1,2,3,4,8,9,12,,,,,,4,1,4,1,0,3,KADIRIA,1,793214732,1,2,3
1562,31,7,16,2,6,9,56,10,10,14,100970,6,2,1,,,,94,2,2,1,0,1,0,0,0,0,5,70,1,1,63,2,1,25,1,1,21,2,1,2,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,2,1,0,8,7,8,3,10,0,1,1,0,8,8,0,4,5,5,4,5,4,3,2,4,3,97,1,1,,,,0,1,0,6,6,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,9,4,2000,500,U,3,U,U,U,U,1,39,4,3,4,6,1,2,3,7,9,12,,,,,,,5,1,2,2,1,3,KADIRIA,1,553216852,1,2,3
1563,31,7,16,2,6,10,10,10,28,18,100970,6,2,1,3,,,94,2,1,0,1,1,0,0,0,0,5,40,2,1,20,1,1,15,1,1,12,2,1,8,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,2,3,0,8,7,8,3,12,0,1,1,0,8,8,0,3,4,4,3,4,5,3,1,2,3,97,1,1,2,,,1,6,0,6,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3000,500,U,4,U,U,U,U,1,48,5,2,4,3,1,2,3,4,6,7,8,9,,,,,5,1,2,2,3,3,KADIRIA,1,553196630,1,2,3
1564,31,7,16,2,6,10,29,11,1,32,100970,6,2,1,3,,,94,2,1,0,1,1,0,0,0,0,4,55,1,1,24,2,1,20,2,1,13,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,6,7,0,0,1,0,0,8,0,0,4,5,5,3,5,4,4,3,97,97,97,1,1,,,,0,1,0,7,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,800,U,U,4,U,U,U,U,2,47,5,3,9,5,1,2,3,4,7,8,9,,,,,,3,1,4,1,0,4,KADIRIA,1,799221635,1,2,3
1565,31,7,16,2,6,11,1,11,14,13,100970,6,2,1,3,,,94,2,1,0,1,1,0,0,0,0,7,78,1,1,69,2,2,52,1,1,30,1,1,26,2,1,24,2,1,20,1,1,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,6,3,0,0,1,0,0,8,0,0,4,5,5,4,3,4,3,3,4,97,97,1,1,2,,,1,1,0,7,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,500,U,U,4,U,U,U,U,2,46,5,3,9,4,1,2,3,4,5,8,9,12,,,,,5,1,4,2,0,3,KADIRIA,1,554963625,1,2,3
1566,31,7,16,2,6,12,28,12,43,15,101388,6,2,1,,,,94,2,1,0,1,1,0,0,0,0,5,70,1,1,36,1,1,30,1,1,27,2,1,25,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,7,3,0,0,1,0,0,8,0,0,4,5,5,4,97,4,97,97,2,97,97,2,0,,,,0,1,0,9,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,6,300,U,U,4,U,U,U,U,2,60,6,1,9,3,1,2,3,4,6,7,8,,,,,,6,1,1,2,0,4,KADIRIA,1,553280091,1,2,3
